"PID";"Original tittel"
"9EC12813-AEE9-45A7-BBD6-3FC6C9978B72";"Pingst"
"B0FE3880-7512-4E66-9C60-3FC8A2E351D2";"Pan American Union"
"E7E1C6A5-75D1-4CBB-A9F6-3FEB35C43DAE";"ISCRAM"
"540BED95-D01C-4EAA-B47C-3FF2F2D7374D";"European Association of Tax Law Professors"
"6E75E066-8BC4-49B7-8346-3FF4A14EF421";"Univerzita Karlova. Pedagogická fakulta"
"D07DCD50-B01F-4E66-86AF-3FF55802A2E5";"NILU"
"D75A01E3-6D7D-490B-B42F-3FF92E3F5EA6";"Australian Nursing and Midwifery Journal"
"D7B0CE4D-60FA-4214-AB9C-400B3462DD58";"European institute of public administration"
"DFA86E44-5346-49B0-8E68-402BD3814D97";"Unternehmensbereich ecomed Medizin"
"AEE1C727-3388-4EC5-BD8C-402F63C9DFE5";"Editions Alphil. Presse Universitaires Suisses"
"71D37207-3E3F-4535-9360-403B50654F69";"Clarendon Press"
"CFDFE975-533C-43E3-B73C-40456FB14C9A";"The American Foundry Society"
"5ACB1021-E3F9-4ECC-B132-40490650CACD";"National Trust"
"C3236CA4-2EF4-4007-8E1F-404B91AFA9BC";"China Environmental Sciences Press"
"217828DD-2059-44F0-98A5-404C57B0B6DF";"University of Missouri Press"
"581A5718-220E-45AA-A1B7-40546857F100";"MIDA Archival Reflexicon"
"52FDA6DB-C80B-482D-963B-4062500C1AF6";"Verlag Dr. Köster"
"849E05FC-E51D-40B5-B5EF-406AD4CF5A54";"Idea Group Inc."
"B8E30693-7251-46B4-82EB-40821F764E59";"AOSIS"
"6F8EC531-DFA9-4FC6-8B21-4084A6EBE991";"Green Lines Institute"
"1D0F3B3C-0A8E-453D-A7F9-4087320919F0";"Psychohistory Press"
"0B2E0C4A-924D-4FAF-B7CC-408D57D6623C";"STM Books"
"3230B587-39D0-41ED-BA42-4093AFD71448";"University of Alaska Press"
"7EEA8EF3-6E5E-4AD0-A291-40AA50B900FB";"MIET publications"
"CA052E6E-61C0-4A06-B475-40B6F4942AB8";"International Astronautical Federation"
"2E2A1140-857A-4084-A0B0-40B97F89C705";"Powys Society"
"9E97D6A0-ACE6-43B8-952E-40BD2F572E81";"Almenara Press"
"DB935607-8335-49FB-8FD7-40BF553BA935";"IDRC Books"
"FC06631E-9A16-4B25-8DB3-40BF7236FA5B";"Det Kongelige Danske Videnskabernes Selskab"
"24F2F83D-D8CD-4291-9F40-40CCEC591C75";"SINTEF Digital"
"8565BA33-65D2-46B3-B9EE-40DC04C6A33C";"Presses Universitaires de Bordeaux"
"441E5044-7E1C-4FD3-8CD2-40FA31320E86";"New Welsh Review"
"5867E798-6EDB-463B-BD80-4117A374CA91";"Institutt for energiteknikk"
"7361171A-131C-497C-9E98-411E64B1B45E";"American Institute of Aeronautics and Astronautics (AIAA)"
"33C0013C-47E1-41A7-9238-41374A7428E7";"FeedNavigator"
"099AA2AE-C9D5-4F4E-B606-413761436302";"Arctic Congress"
"DB7256E3-0EEC-45DF-A817-4137870129C6";"LexisNexis Butterworths"
"55B6947F-0372-4048-8FA6-41424A03AC21";"D.F. Cheshire"
"B181200C-019E-4BC5-8E4A-4153D975486D";"Spartacus"
"D051B886-79D8-40C4-AB78-415E9B9C249E";"Nordiska Afrikainstitutet"
"CBEDFF19-D669-4BD6-B4D9-415EEFE94BB8";"CLE International"
"CE8A1562-10A7-43F7-AF0F-4161E71C1F11";"European Commission Joint Research Centre"
"85E59DDD-BB47-4BFE-AFE0-416809E2A163";"Založba Univerze v Ljubljani (UL)"
"BDF93836-209A-4E95-BF0C-4169414001A5";"Schulthess Editions"
"1C3D5785-A29F-4609-9AA6-418ADD29635C";"Presseveteranen"
"D53D50A9-A130-4887-85CA-4196D9C3535C";"Academic Electronic Press"
"F51F843D-52CA-495D-9C2F-419BB8AD802E";"Istituto Papirologico ""G. Vitelli"""
"8ACCFAAB-BB04-4CF2-9F83-41CC3D7BACD7";"Birlinn Ltd"
"0E4C7862-692C-4532-91C9-41EC157BF204";"Vienna University Press (WUV)"
"0CC00736-1FB5-462F-8657-41F8868A2B69";"LIMPI - Lillehammer Institute of Music Production and Industries"
"848A47FA-4B43-4A07-80F6-421C1D919E9C";"Philip Wilson Publishers"
"D46DA1FE-263F-465C-94E1-42242BFA31D1";"Izdatel`skij dom ""Muravej"""
"E20A8400-0E8D-486C-B1C2-42255B174AC6";"Norfolk & Norwich Archaeological Society"
"B5A0294E-A0E0-4B96-830C-42553C7428BA";"Forlaget Oktober"
"C447809C-B04E-4E3F-89E5-429CE3142316";"University press of Eastern Finland UPEF"
"361F7272-2AA9-4FAE-895F-42AE1B37FCA0";"The Tennyson Society"
"5EF21E20-8343-44AB-BE4F-42B3B0C5C949";"Nord universitet"
"15CA2DDF-0DB6-46ED-A853-42BAA6EDA3E7";"Senter for omsorgsforskning"
"F0D8982C-FDE9-4FEB-A261-42D857814220";"Ny boligplan: tidsskrift for boligpolitikk"
"33204A37-DD2B-4FD8-93BA-42FAC7B7F2F4";"Oslo Museum"
"482D8DA6-968E-4AB0-965F-42FC525BE30C";"Edizioni Quasar"
"1F5E54F7-91FD-42AF-A815-430018FEB117";"Ferskvannsbloggen: en blogg av biologer ved Norsk institutt for naturforskning  på forskning.no"
"DC6EDA0B-8ECC-4B4D-9E49-4314CCBAF4CE";"Hong Kong Academy of Medicine Press"
"F9945A0A-3633-4AAE-84EE-431863A2144D";"KVS Foundation"
"613682CE-9FDA-41CA-91F5-4338A351CC8D";"Messel Forlag"
"4C14271F-934B-44F5-AB67-433A1F59542E";"Council for the Development of Social Science Research in Africa (CODESIRA)"
"633FFC07-92A4-4719-B149-4351BDA19533";"Peeters Publishers"
"04AE515A-EE20-48AE-8873-435295D4259E";"Librairie Droz"
"581F9203-62AD-430D-8B97-435E02081B40";"WIP"
"E9759ADE-6671-4788-86C0-43675E31CD8D";"EB-Verlag Dr. Brandt"
"D2F6E923-F83C-43AD-8566-43842A5C5689";"Institute of Sociology of the Academy of Sciences of the Czech Republic"
"0C079353-7B63-4399-BF93-438E7AAD0A88";"Oficyna Wydawnicza Branta"
"4A0591F7-E3FB-418A-B61D-43A7F251E185";"Projekt Verlag - Verlag für Wissenschaft und Kultur"
"98E5FED5-61DB-438A-AF88-43AAAB79C6D4";"Panorama UIK"
"FADD45A9-A867-40B7-AE2B-43BD11B6409D";"Tomb-bandet"
"4E79FE01-83A2-46C9-8CD6-43D321C36960";"Mineralogical Society of America"
"B041CDCA-162B-43CD-ABDE-43DE0855E6A3";"Wipf and Stock Publishers"
"42A87AE6-E7C2-4E22-B0D9-43E44969F6F3";"LIT Verlag"
"89F8534A-6678-486B-BF57-43E6B8720733";"Bibliographical Society"
"8FE654DC-401F-4927-A82A-440F3C8A5545";"Zpravodaj milovník? a p?stitel? r?ží"
"6B721F31-A034-4AC1-9CF2-440F5FA9D752";"Gower Applied Research"
"DDD94582-19F9-4C51-BEE9-443564856041";"Continuum"
"F600E962-9199-417B-B5CA-44379B675013";"Astronomical Society of the Pacific"
"FFB5846F-0118-4392-86EB-44394CFF385C";"Liturgical Press"
"751CF07A-60CA-4CD1-979D-443ABADDD7B0";"Helse Fonna HF"
"D6F602E6-1423-41E9-8EC8-443D48980D10";"Scripsi Society"
"4538BEC2-6654-4E66-A7C1-4446EB491959";"Edizioni di Storia e Letteratura"
"30CB4BF8-B344-47D3-AA59-444B2AA80D6D";"EA Kopper"
"9BE6EB3A-EFBC-480B-9B01-44541AC8B683";"International Association of Sedimentologists"
"6B89DA46-998F-4FE1-BE49-445567A1C585";"Musikantiquariat Dr. Hans Schneider"
"4A63A60F-969A-47A7-82F1-44562D1E863F";"Óbudai Egyetem"
"4ED9E934-5E00-4853-AF41-44601C05F30A";"Gads Forlag"
"9618E62D-0EC5-4CB0-B710-4486F30BE8AD";"Universidad de las Palmas de Gran Canaria"
"AB34E762-F089-47CC-9861-44B2B1B3251E";"Fordham University Press"
"7510C520-414B-4A7D-89C1-44B9B25BB7AC";"Cumberland Academic Press"
"2A16EA9F-A7D4-41C4-986D-44D0F13A750E";"Museum Tusculanums Forlag"
"7A9B8086-1E7B-43C7-B273-44E973DAD02D";"Premiss förlag"
"762598F4-D52A-4238-820D-44E9D3BFD7D8";"Wolke Verlag"
"0AE5791A-272A-47D2-967E-44EB724BD55E";"Diamond Scientific Publishing"
"9D8BDD76-0953-4C37-A436-450FADEAC92D";"Strategic Studies Institute of the U.S. Army War College"
"4602F71D-7C46-4BCB-A41C-452A7C5776CC";"Peter Lang Publishing Group"
"C69A9841-8877-4033-A0DC-452B6FBFE21D";"JAS Arqueología S.L.U."
"26BDF184-9D44-4FD0-A084-453F1DCE4F4C";"Misjonshøgskolens forlag"
"1BF3207E-5DBB-4DA0-9D3A-4543B8F7D761";"Editora Relógio D´Água"
"89187FFC-C4EA-41EA-97B6-4545E76610E0";"Emond Montgomery Publications"
"BEDC3946-DA7D-4833-AA4A-4548F1636521";"Boydell & Brewer"
"66430539-5405-4323-AB80-456EFA0CF583";"Social Work Press"
"5D9DA732-30B3-48AD-A705-4575A2B1EE7E";"Åbo Akademis Förlag"
"5710E7F1-EA48-4B2F-8B1A-458B93438CB9";"Hans Reitzels Forlag"
"AB6AEBE5-32AE-4405-B6F0-458FDDF92C8A";"Peace News Network"
"F68670BD-FCF6-4C47-8528-4598772CF4C9";"China Machine Press"
"8D9C35ED-16F9-4272-AA07-4598FED8472D";"The Progressive Magazine"
"D44C8C38-CD07-4583-9517-45A69AECE11D";"Newberry College"
"EB1BB924-04FF-4DB9-AEE2-45AEE88AD709";"University of Birmingham Press"
"DB84A694-D2E0-48A6-B337-45B484559B45";"Universität Bern"
"AADF9F81-753A-48AF-975D-45B8BAA42F53";"Solum"
"BBB0063B-C42F-4358-B38D-45DF0EAD6846";"SAR Press"
"675EF17A-8AF0-46CC-B540-45FA141F4AA1";"L'École des hautes études en sciences sociales"
"4CA0EA1A-0907-4414-8B25-46158FDCE7FA";"Neofelis Verlag"
"10F0603E-916A-4EE4-B04C-461675E813E2";"International Society for Asphalt Pavements"
"E6327EC9-3963-4B2D-AEFB-4616F415D2B1";"Manhae Haksulweon (Manhae Academy)"
"A2486433-7A0B-4839-97A5-46326817AE60";"European Power Electronics and Drives Association"
"52A10C6F-E601-43C6-BA85-464D2C705154";"Sámediggi/Sametinget"
"8B7A5187-6AAE-4E32-AF52-4651B2DEA0F4";"Science Reviews Ltd."
"94B44AD2-8A0A-41D5-A4F6-4670F2281C23";"Wuhan University of Technology Press"
"6253294A-C627-4A69-B5F6-468BD0B19164";"Forlaget Museerne.dk"
"131CD983-6606-45D9-8485-468ECA512722";"Scanditale"
"9BF9898E-30BF-421F-9E94-46904AB6578D";"Nyt Nordisk Forlag Arnold Busck"
"DF253253-FDF1-48A7-83F7-469262DFAD96";"VNIRO Publishing"
"7D24A5B9-59F1-4666-AB56-46991F01F1E7";"DKV  - Deutscher Kälte- und Klimatechnischer Verein"
"79E68B6C-398D-43B0-8385-46BE87285A28";"Edilivre"
"E71E0B45-5F2C-4F01-BDF0-46DFEFDE8A5C";"Sussex Academic Press"
"2999E674-BD62-4B6F-8019-46E3FCE107E9";"Campo das Letras"
"0D59CD0A-8F38-495D-857A-4703526C37B0";"Gorbachev-Foundation"
"3455A425-DCEB-4397-9DDD-471E525EF010";"Syracuse University Press"
"A5B0C17F-55EE-49DA-9077-4727D92000A3";"De Facto - De Facto - Kunnskapssenter for fagorganiserte"
"17F405C4-F766-4500-AADF-47346EBD0539";"School of Advanced Study, University of London"
"55EEE695-32E2-47AA-A609-4735603AA762";"Αφοί Κυριακίδη - Εκδόσεις Α.Ε."
"9292D769-36CB-435E-92BF-4738F3919F06";"Past Imperfect ARC Humanities Press"
"E2F081CC-07CB-4D6F-A8C6-4750B2604844";"Helsinki University Press (HUP)"
"8975B978-2984-4413-A81E-477B2150A742";"Rilem publications"
"665CFA70-B6E5-408F-B969-47844CA13B26";"Cappelen Damm Akademisk"
"021C2B4A-3ECA-4C28-A121-47B9AE3F67C5";"Universitetet i Agder"
"B460B005-CB62-49BD-8B8C-47CD0A79929A";"Telos Press Ltd."
"F9B484D5-56A0-47D5-BE0F-47E5459FD343";"Hankook munhwasa"
"F910AD91-4BB2-4214-94BB-480F01208125";"Sida - Sveriges biståndsmyndighet"
"1E29166F-526E-4C90-9E52-480F17C68952";"Wissenschaftlicher Verlag Harri Deutsch GmbH"
"B90173B5-EA0D-4BE7-8743-4853A36C0C22";"Whiting & Birch, Ltd."
"D7C74D73-5BE8-427D-B815-4880089AA6A4";"De Gruyter Saur"
"4D31BB69-E592-4FC9-88E6-4894D05F05B6";"Radiotelevisione italiana"
"FF27B5B9-6170-4913-8FA3-48AE1301FDCE";"China Publishing House of Electronics Industry"
"476360BD-9464-4CF0-9DB8-48B1DF06B42D";"Pennsylvania State University Press"
"36357F36-9E47-4A74-B4A2-48C73CAFDED0";"Les Éditions de Minuit"
"1BEF4EB9-4C64-437D-AE62-48C96FF8801B";"Temple University Press"
"DA831BBC-DD1C-4E06-ACA0-48DE8046FB26";"Universitetsforlaget"
"46B4FC52-7F5B-4161-BEB2-48E903951186";"Verlag für Regionalgeschichte"
"E83D0EF3-F452-4894-A6D1-4918E9BD6DA6";"University of Art and Design Helsinki"
"09306494-D939-4203-BB16-49494EE7AE92";"Universitetssenteret på Svalbard"
"F2B95586-2020-4A2C-925C-49563FDE3A42";"Cascade Books"
"9BD67773-EAD7-4954-9925-495C4FA9EC37";"utzverlag"
"24A20E90-DEFB-48B3-A405-49AE5188EBD5";"SINTEF Narvik AS"
"C29D9562-3978-4FF8-A880-49BD1A3CAD0C";"Aletheia - Associação Científica e Cultural"
"67740AA8-AAE8-401E-9325-49C0E28F10B1";"International Olympic Truce Centre"
"B6DFF465-70AF-499D-99DA-49CEC14E332E";"J.M. Kraft"
"169CE541-E016-4D47-87B1-49D16B454469";"Fondo de Cultura Económica"
"5267DA32-27CC-4D35-9238-49ED34132B85";"17th Serbian Congress of Fruit & Grapevine Growers"
"43209AD7-4534-4347-82C5-49F6B6D4B49A";"ETC Press"
"715A1D3A-69DB-4C3B-A961-4A12406EBF33";"Hart Publishing Ltd"
"47C2FA0A-7B78-4691-8073-4A19925CFC84";"The Institut français des relations internationals"
"AF21CB98-147D-4935-A3FA-4A19C06F742E";"Vita e Pensiero"
"44C6ACF5-E2E1-4D59-9FA8-4A33F614C9AA";"Metropol Verlag"
"74346ADF-2807-4E5E-8E77-4A394298F01B";"Santérus Förlag"
"56F26F9A-73B2-4A33-8651-4A3CF57C9226";"Magpies Magazine"
"14F104FE-D85E-4C16-8FE6-4A4764A95FDD";"Casa Editrice Vicolo del Pavone"
"C83763E5-A67E-4FA5-B0F4-4A5294987671";"Editorial Universidad de Antioquia"
"C8EC1E1D-D67A-4049-B2EA-4A7A1E27D51A";"KNNV Publishers"
"98956D29-5F1A-4D8F-A586-4A7B3324C989";"CEAS Reprint Series for Rare and Out of Print Publication"
"E0AE8C6D-C901-4DCF-91D7-4A8004BA9271";"vdf Hochschulverlag AG an der ETH Zürich"
"EF508971-8E03-47A6-888F-4A82C9D0B63C";"North American and Arctic Defence and Security Network"
"99CA7786-BA14-4428-9FEE-4A8581297321";"Pedagogisk psykologisk forlag as"
"4F796724-7A5E-4DE9-AC30-4A96E782BE34";"Imaginary Papers from the Center for Science and the Imagination, ASU"
"8FCA659D-DD68-4170-A9ED-4ACDBBFE88D3";"lærarloggen.no"
"2C90520B-CB6F-4285-833A-4AF4A679B02B";"Oxbow Books"
"40A80933-1762-4A7E-889C-4AFD0B7ABAB8";"Science History Publications Ltd."
"EFEBB24A-14CA-4104-BE68-4B1C7ACED5B1";"Lars Müller Publishers"
"F9A6245D-827B-4C83-9374-4B1EDAD3DA68";"Verlag Rüegger Zürich"
"92142867-F366-40A4-9CD7-4B31D3ED346D";"Tidsskrift for Foreningen For Hjertesyke Barn"
"68BCAFB0-13FD-429D-BF1C-4B334CBBF4E4";"Rand Corporation"
"66FCFAC1-EBEC-4CD9-BB7C-4B34D6DA4965";"Universitätsverlag der TU Berlin"
"99CB67C0-970E-4C30-88E8-4B386EA7E71B";"Brookes Publishing"
"8AFC2D66-67CD-417B-80B5-4B39866CF976";"Nicolaus Copernicus University Press"
"F375664B-99EF-4290-8C19-4B48CB91F00D";"NIBIO"
"D5336711-2B4F-4EC5-B61C-4B576037399F";"Leonard Cheshire Disability"
"A130B35D-A5F0-4F7E-9A2C-4B5DC5A92D9C";"Förlag Göteborgs Universitet"
"7995464E-8249-4A16-AE5D-4B9C45985467";"Háskólaútgáfan"
"9022C9B1-963A-4F4A-96A6-4BA435FFF70F";"Örebro Universitet"
"725D127B-3C17-4FE2-AC98-4BA5BE99AAC9";"JAI Press Ltd"
"334FBCE2-28FC-4700-86C7-4BD2DE65D93C";"Stiftelsen Kirkeforskning"
"A3D44A4F-C7B5-4B6B-8D6E-4BE01B5E2232";"Éditions Klincksieck"
"C1D6147D-49DD-413C-BC0F-4BF8C67100DE";"Manning Publications Co."
"C0B139BE-2ED1-443F-9671-4C041C94F9F2";"Suomalais-Ugrilainen Seura"
"549391E3-67A8-47EF-A60B-4C19C1791952";"Kungl. skytteanska samfundet"
"0BB872E3-E462-4313-9B9F-4C26C045DD4F";"Ugo Mursia Editore"
"C756B4AF-F3F3-4F2E-8406-4C26F91C6B44";"Policy Press"
"ABA80E5B-B773-438A-A17C-4C2E536396C3";"International Association for Computer Information Systems"
"63D354D9-EB9E-4B19-9443-4C33596729C1";"Gyldendal Norsk Forlag A/S"
"F5D56F4C-F9B0-4DE8-B7B1-4C35133C91BF";"ILRI Manual"
"23E72E7D-B1D4-42FE-8F40-4C4648A238C8";"Steinerhøyskolen"
"86962B0E-D4D7-4484-B6FC-4C52CF0E1D90";"Stanford University Press"
"81BA97B7-EBB3-4497-88E3-4C5A82E121E9";"FUNCAMP - Fundacao de Desenvolvimento da UNICAMP"
"4A98C10C-5FBB-4636-AD8B-4C73EA49B73C";"UTB Verlag"
"89938E70-AC80-48EE-BAAD-4C81514F6CA9";"Vestlandsforsking"
"5B7570A0-C857-4E25-A0FD-4C8FABD74F4E";"Norsk barnebokinstitutt"
"119A904E-118C-4212-AE15-4C9BE413A5A4";"Ziel Verlag"
"7EE041C9-1557-433D-B52A-4CA634DF1954";"Editora Blucher"
"D9BEAFF2-CBE5-4124-B8BC-4CB48F5CC9D8";"07 Gruppen"
"60A94949-92D1-484B-8F63-4CC43C3A9065";"The Theory Brief (theorybrief.com)"
"00D70087-1B23-46E1-92F5-4CDD7F79A708";"Ediciones uniandes"
"58C686A7-46A8-4222-A841-4CDFD894B30B";"Kopaed"
"733B87E6-1CF7-4233-96D4-4D136F4EEBEC";"Livraria Almedina"
"BFFF5F99-5793-46C8-A88B-4D19051945F3";"School of English, University of Leeds"
"BE6EF014-EDE3-43D4-B909-4D33096719A9";"The Association for Computer-Aided Architectural Design Research in Asia (CAADRIA)"
"A7476463-07F0-4833-A1DB-4D3E27B86F13";"Phoibos Verlag"
"30835A41-CDCC-4160-8383-4D4894F67296";"Harvard Education Publishing Group"
"A2390A24-55C3-4691-96C9-4D5A80550BE1";"Bioform"
"13BE2488-FA1B-4392-8FA6-4D6CCE6FB871";"House of William Blake"
"75E5061E-423B-4950-A64A-4D86BE08F0D9";"ESRI Press"
"CF1F18F3-2529-4CE8-96D7-4D8A7274F439";"Nordic Logistics Research Network"
"652FD9CC-FF3D-4D80-AD67-4D8AABCDB932";"Basic Books"
"0D723A3E-2CFA-4C89-9711-4D9ACDE8DA29";"Centre international de phonetique appliquee"
"3315A97C-AFFE-4C11-B9EA-4DA08FDD267E";"Serbian Zeolite Association Beograd"
"BED3B676-104B-4CA8-B971-4DA64190ADD9";"Magpie Goose Publishing"
"710483E0-2379-4832-8635-4DBED0476DC1";"Forlaget Manifest AS"
"87A86D52-E34A-4B1D-BC33-4DC5E1592862";"University of Pennsylvania Press"
"CEA6F65F-D785-4536-95CA-4DD10D75F403";"Saunders Elsevier"
"CC368156-2092-4519-8618-4DD52BC73B3B";"CI-Premier Pte Ltd"
"B2FECA34-595C-468E-B89B-4DD611A27D21";"Editions of the Holy Diocese of Mytilene"
"044E99C3-6463-42DE-A1D6-4DE1FA71E578";"Församlingsförlaget"
"B676813F-2A13-4DE4-A647-4DF6CCB13079";"Indian Institute of Technology Madras"
"A0402ACE-F320-4953-9B65-4E052BBD6705";"Tidsskriftet Jaja"
"38AD17EE-C6BE-4613-AF15-4E1A910155E6";"Yearbook of International Environmental Law"
"1B9368BB-9897-4907-9F44-4E23F53DF2B4";"CRV"
"E3A80DDF-4248-4DEB-B819-4E32A9D0FBCD";"College of Liberal Arts and Sciences"
"1A3E2147-E791-46F4-9276-4E3A7B339557";"Archaeopress"
"979CFDED-4CCE-4D43-B8E7-4E461F1AD9FC";"Edições Húmus"
"5723695E-EF15-4E8C-A34B-4E60FBB20559";"GITO"
"D0D58A00-0D77-4AB7-96B1-4E916289D9B5";"Hugvísindastofnun Háskóla Íslands"
"B75C9196-9E7C-485D-892B-4E9CC128CDA8";"Lapland University of Applied Sciences"
"2DA5C8BA-E875-4FE1-B54F-4EA27F0B8FBA";"University of Warsaw Press"
"C331F182-4939-430B-8ABF-4EA98CC16E34";"Nofima"
"A8A30511-FF58-4C2D-8476-4EAF3D6B1C45";"Natur på Gotland"
"BC64C3DF-4D3F-4678-89CA-4EC5349318A2";"SciKA"
"8F4B52F5-CB08-4E02-82E9-4EC795E0DF92";"University Press of Colorado"
"B09E5AE9-9397-4647-8172-4ECBAAA82D3A";"New Atlanticist"
"6216DB69-10AF-4454-8AE1-4ED0180BCD66";"PFAU-Verlag"
"33D1AD98-D244-4291-8AF2-4ED7B18B7318";"Lucius und Lucius Verlagsgesellschaft"
"6ADC014E-B552-44C1-A16A-4EDC6657DB05";"University of Calgary"
"A86AA4CE-F3E0-481A-A365-4EE1E97EAF21";"Editions Hermann"
"67CDC359-18F7-4632-8959-4F0D347CB3DB";"International Building Performance Simulation Association (IBPSA)"
"7A975932-4FF0-408B-BAEF-4F1737FD097F";"Headley Brothers Ltd."
"E6B12DC0-63D8-4C99-8B23-4F2485957087";"Panepistimiakes Ekdoseis Kritis"
"957F394D-62DA-4584-A0CC-4F4A0A71B59C";"VID vitenskapelige høgskole"
"2CC45324-45FF-4099-8D6F-4F56FBD137AF";"Institute of Law and Public Policy, Moscow"
"8A832546-16FF-4FEE-83BF-4F75C43FEC19";"University of Nicosia Press"
"B52BCDC4-0ED5-4C79-AAE8-4F7DAAB69484";"International Council for Research and Innovation in Building and Construction"
"F2B2BFB5-17B1-46E9-8B00-4F8A3B7021B8";"Heidelberg University Publishing (heiUP)"
"DF720385-159C-4025-A05E-4FA09948112A";"Transit AS"
"C343A372-6BC5-4988-887E-4FB13215866B";"CEDAM"
"89265358-9181-40CE-A7A0-4FB668F5E45F";"Carola Hartmann Miles Verlag"
"F19C24A3-E4A3-45D9-80C8-4FBBD17D0112";"Global Science Books"
"29719134-0C80-43E7-B6F2-4FFE9CFFB41B";"Historieforlaget AS"
"35691810-14FD-46B0-85CF-500BDE1B3590";"English Academy of Southern Africa"
"A48286AE-BA00-4F29-B19E-50156D14CA87";"ModVal 2022: 18th Symposium on Modeling and Experimental Validation of Electrochemical Energy Technologies"
"851EF998-C97A-4385-99AD-5025730A0114";"Mysore"
"8EEA2556-DFCE-4461-8F01-503202E9FB64";"Grada Publishing"
"598866FF-C4D1-42BE-AFA1-50327BD6C55F";"Tapir Akademisk Forlag"
"0219B976-9357-4F34-B029-50358E02FF59";"Technische Universität Berlin"
"30C2DD7C-37D2-4882-8A45-5043FD5EF638";"Ekerlids förlag"
"BCB7A41E-A88C-42FB-9302-50629F4758FA";"Kolofon Forlag AS"
"21EC3393-7809-48E1-9AC6-508093094BB0";"GPM Deutsche Gesellschaft für Projektmanagement e.V."
"CC86AF0F-F64D-4763-A5AC-509DFFFC7330";"Nyt Juridisk Forlag"
"472329A1-ECCE-4081-88D5-509F7C320669";"KvaN"
"C1AD440F-E8AB-47F9-8733-50BA5EC1B404";"Sørlandet sykehus HF"
"6D273D4B-E34B-4609-80C4-50CE5A5BF551";"Edition gesowip"
"1EDD1FEC-B0F9-49E9-B598-50D8E614E925";"Hyphen Press"
"A2D02103-5EAC-46E2-9BD6-50E366FE527B";"International Conference on Integrity, Reliability and Failure"
"135C7E3F-C0C6-44CA-9AD4-5103012CFE3B";"Society of Manufacturing Engineers, North American Manufacturing Research Institution"
"90CDB985-BA97-4CF1-825D-5112488FB05A";"東京大学出版会　(Tokyo Daigaku Shuppankai)"
"FD5F97B4-9979-4F71-A001-5116A31B0518";"RiskBooks"
"817AF54F-8E04-459A-B158-5128B3E37689";"Woodhead Publishing Limited"
"DCC211B0-B097-4058-9963-513C6163A602";"Bunshindo"
"2BA3169B-C9AC-4C0D-BE86-514A0AEC2563";"Max Niemeyer"
"14E6F90B-6E57-4B01-A43E-5150F4DC7103";"Izdatelskij centr RGGU"
"D59D93A5-5C17-447D-B9C2-5173062132D0";"Agora Journal for metafysisk spekulasjon"
"C0DD8F99-506A-43D1-9CF8-518782F64E9F";"Éditions EMS"
"26F94708-C69C-4DE0-8EE6-5193FF03F93C";"Kachere Series"
"8902EAB8-4EDE-4594-A82C-51AFFC204623";"Shanghai People's Publishing House"
"05ACBD58-C4A4-4EFC-B5B4-51DC772073CC";"Unesco"
"737DDD68-5709-427F-9A3B-52002D510CF8";"Canadian Institute Society for the Study of Names"
"FAD95C53-3FE1-46A4-A54F-520894E89D30";"Det Kongelige Norske Videnskabers Selskab"
"9FAEB85A-DFF1-4744-8D03-522F1DE294D1";"College du France"
"A0BD5351-B775-4DF7-9CAA-52391F10C75E";"IWA Publishing"
"681D0466-F155-4F40-BD90-523C6DB31130";"Gramma Editora"
"4AA89494-5CC8-4D3D-B997-52557252BF0D";"BioMed Central (BMC)"
"FBFD6761-452F-4018-AA90-525DF8F62555";"Norstedts Juridik AB"
"86C28E21-4067-412B-9BD2-525EFD20899B";"Aarhus Universitetsforlag"
"0F2832EB-A524-4C56-BBBA-52912E012EA1";"Söderström Förlag Ab"
"60E15D24-FFE5-4A77-AA55-5294CCE72912";"Hypourgeio Politismou"
"4DD256DC-81F9-4366-8B03-52BAD036AE7B";"Marcial Pons Ediciones Jurídicas y Sociales, S.A"
"3B5A2B80-91DB-41A1-80EE-52C0DB6C6132";"Brill | Fink"
"BEDFBC40-EB76-4187-9FAB-52C1FBB11820";"Thorleif Dahls Kulturbibliotek"
"AE8E2AD6-7191-4F6C-957E-52C3B4E4C2C7";"Abstract book canker meeting"
"6ED363C0-B033-466A-8FF2-52D59C363172";"Rock Mechanics in the Nordic Countries"
"A83ABB07-07DC-4073-8323-52E0D1F27A07";"Chicago Linguistic Society"
"D3AA3894-7E2C-4982-BF37-52E74EA7806F";"Cló Ollscoil na Banríona"
"5FF9D7DC-B2AB-4E6B-94AA-52F9872C755B";"Pensoft Publishers"
"3443FFB0-F626-4E42-89AE-52FACB00B69B";"Macmillan Publishers Ltd."
"74E6C823-2145-4A4A-8C52-530480CE81A1";"Nord Academic"
"33A2E5B2-8D0D-4174-A70D-530492FC0DAF";"EuroFM"
"41883300-5B16-49CE-957C-531F91527865";"Dreyer Forlag A/S"
"14D8F0E1-6B89-498C-BB3F-532981B49FBA";"Fountain Publishers"
"9AD46268-DF42-4CE9-AFD6-532BC66CA51C";"Norconsult"
"82945D88-C6CE-45E2-BB26-532C04CACBF4";"Faculty of Social Science"
"E3E136BB-001E-4BC0-AFC4-537DFAA63822";"Försvarshögskolan (FHS)"
"58860939-94EB-4EFE-BA06-53C721C17501";"Northern Illinois University Press (NIU Press)"
"9003D350-AFBE-43B8-8680-53F97F9FD37C";"Institute of Mediæval Music"
